,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
43303,33572668,Master bedroom in Luxury High Rise,107393843,James,Manhattan,Financial District,40.70824,-74.01403,Private room,125,4,1,2019-05-25,0.67,1,0
43304,33574976,"Still NYC...  Grymes Hill, Staten Island",246224359,Julie Ann,Staten Island,Grymes Hill,40.6105,-74.09132,Entire home/apt,115,1,1,2019-06-30,1.0,1,339
43315,33579970,Spacious and sunny one bedroom,64898741,Pete,Queens,Long Island City,40.75912,-73.92903000000001,Entire home/apt,130,3,2,2019-06-09,1.43,2,0
43325,33585541,Lower East Side Studio,3817581,Omar,Manhattan,Lower East Side,40.720279999999995,-73.98794000000001,Entire home/apt,123,30,1,2019-05-31,0.77,1,96
43326,33585686,Nolita Gem,253073362,Jia,Manhattan,Nolita,40.72175,-73.99544,Entire home/apt,145,5,3,2019-06-29,2.5,1,7
43337,33591701,"spacious, apt. near bars/parks/museums/restaurants",19407341,Jenna,Manhattan,Upper East Side,40.76928,-73.94855,Entire home/apt,140,2,11,2019-07-01,3.93,1,3
43346,33595791,Beautiful Chelsea townhouse bedroom,236668588,Jen,Manhattan,Chelsea,40.746790000000004,-74.00263000000001,Private room,115,1,3,2019-06-30,1.11,2,113
43357,33608666,Beautiful Chelsea Townhouse bedroom,236668588,Jen,Manhattan,Chelsea,40.7461,-74.00329,Private room,110,1,10,2019-06-10,3.49,2,108
43359,33611062,Cosy apartment in heart of the East Village,11870917,Faye,Manhattan,East Village,40.72392,-73.98915,Entire home/apt,135,7,3,2019-07-07,1.05,1,15
43365,33613727,Cozy and Comfortable Studio Apartment,253304582,Iris,Queens,Corona,40.73747,-73.86404,Entire home/apt,110,7,3,2019-06-27,1.23,2,54
43377,33618578,★Affordable Clean Private Room#1 in Hell' kitchen★,42222090,Kita,Manhattan,Upper West Side,40.77029,-73.98761,Private room,110,3,5,2019-06-14,2.08,2,158
43382,33619915,Charming Room in Clean Apt! Soho!,192951036,Jasmine,Manhattan,SoHo,40.72589,-74.00015,Private room,119,1,7,2019-06-11,2.44,10,23
43384,33621795,Queen Room,257565053,The Redford,Manhattan,Lower East Side,40.7211,-73.9893,Private room,135,1,0,,,2,162
43392,33631782,Private Bedroom in Williamsburg Apt!,8569221,Andi,Brooklyn,Williamsburg,40.71829,-73.95819,Private room,109,3,3,2019-04-28,1.07,2,97
43393,33632312,"Comfortable,spacious and luxurious homely settings",184472924,Odaine,Brooklyn,East New York,40.6633,-73.89733000000001,Entire home/apt,140,2,7,2019-06-09,2.63,1,157
43400,33635511,Hamilton Heights Home Away from Home! (30-Day Min),23777742,Eliot,Manhattan,Harlem,40.82479,-73.94218000000001,Entire home/apt,125,30,0,,,1,242
43404,33636410,The Sunshine Palace,236018119,Lucy,Queens,Queens Village,40.70303,-73.74906,Entire home/apt,125,1,38,2019-07-05,12.0,3,362
43412,33639841,"Large furnished studio, East 56 St., NYC",191021802,Margaret,Manhattan,Midtown,40.75967,-73.96786,Entire home/apt,120,30,0,,,1,159
43420,33642266,Lower East Side Gem,91783661,Robert,Manhattan,East Village,40.726729999999996,-73.98646,Entire home/apt,149,3,12,2019-07-01,4.29,1,151
43422,33643819,"Premier room in Downtown NY, Two Bridges,Chinatown",253552326,Grace,Manhattan,Chinatown,40.71313,-73.99615,Private room,108,1,11,2019-06-23,3.71,4,175
43446,33656821,Spacious and bright — Ft. Greene — best location,1364340,Jess,Brooklyn,Fort Greene,40.689659999999996,-73.97310999999999,Private room,125,2,7,2019-06-25,4.38,1,0
43447,33658071,"Bright, renovated apartment close to subway+city",3002017,Barblin,Brooklyn,Bedford-Stuyvesant,40.68466,-73.91716,Entire home/apt,130,2,10,2019-07-01,5.36,1,262
43460,33663100,5 ★ Stay in Manhattan (Cozy & Family Friendly),73212148,Shiko,Manhattan,Harlem,40.80704,-73.95134,Private room,105,3,11,2019-06-23,3.79,1,20
43477,33676336,"Light-Filled Studio, Steps to Subway",4128255,Lily,Brooklyn,Fort Greene,40.68694,-73.97435,Entire home/apt,104,2,7,2019-06-24,3.33,1,2
43501,33689191,"WHOLE APARTMENT, 15 MINUTES TO MANHATTAN",2350326,Ero,Queens,Ditmars Steinway,40.7786,-73.91031,Entire home/apt,140,15,0,,,2,0
43508,33689844,Cozy and sunny 2 bedroom apartment,17844480,Angie,Manhattan,Upper West Side,40.800090000000004,-73.96218,Entire home/apt,130,14,0,,,1,2
43511,33691396,Comfortable Bedroom in Cute Boerum Hill Area,15729463,Carter,Brooklyn,Boerum Hill,40.68619,-73.98719,Private room,105,4,2,2019-05-12,0.76,1,0
43518,33701016,Bright modern loft in Crown Heights brownstone,9919024,Francesco,Brooklyn,Crown Heights,40.67807,-73.95532,Entire home/apt,130,4,7,2019-06-20,2.5,1,28
43519,33701468,Best Location! Spacious 3BR in Center of NYC!,253128090,Harvy Jake,Manhattan,Midtown,40.76167,-73.96944,Entire home/apt,149,2,7,2019-06-14,2.63,1,163
43553,33715848,Massive Private rm Private Entrance HEART of Wb,171008642,Mona,Brooklyn,Williamsburg,40.72005,-73.95704,Private room,120,2,14,2019-06-18,4.83,1,18
43556,33716700,Cozy studio in great location on Upper East Side,254157091,Alexandra,Manhattan,Upper East Side,40.771159999999995,-73.95776,Entire home/apt,130,3,7,2019-06-26,2.84,1,5
43567,33719615,Modern Brooklyn Getaway,2727975,Vanessa,Brooklyn,Bedford-Stuyvesant,40.68393,-73.91528000000001,Entire home/apt,134,3,4,2019-06-29,4.0,1,245
43575,33734068,★Warm + Welcoming BEDSTUY - Private2BR on J/M/Z★,608700,Rachel,Brooklyn,Bedford-Stuyvesant,40.691559999999996,-73.93496999999999,Entire home/apt,125,3,9,2019-06-26,3.18,1,24
43584,33740211,Chill East Village Get-Away,52826,Tom,Manhattan,East Village,40.722359999999995,-73.97689,Entire home/apt,140,26,0,,,2,46
43594,33744142,"6 Guests! Close to JFK-Manhattan(30 min ""A"" train)",67746251,Gasminee,Queens,Ozone Park,40.68268,-73.84976999999999,Entire home/apt,149,1,0,,,4,113
43602,33745956,Charming and Beautiful Home with Outdoor Space,13342325,Gabriel,Brooklyn,Bedford-Stuyvesant,40.68529,-73.92843,Entire home/apt,120,10,0,,,1,156
43612,33750981,Spacious 2 Bedroom apartment in Astoria,169490939,Ikrame,Queens,Astoria,40.7684,-73.92066,Entire home/apt,115,3,1,2019-04-28,0.42,2,188
43628,33772674,Boerum Hill modern duplex with private backyard!,401659,Dd,Brooklyn,Boerum Hill,40.68581,-73.9833,Entire home/apt,140,4,2,2019-05-15,0.97,1,77
43629,33772781,Clean & Cozy apartment in East Village,11902072,Raashi,Manhattan,East Village,40.73036,-73.98701,Entire home/apt,130,2,6,2019-07-05,2.81,1,27
43637,33775845,Little Italy/Lower East Side/ 3BR A+ Location!,254518753,Princess,Manhattan,Little Italy,40.7203,-73.99663000000001,Entire home/apt,139,31,4,2019-05-19,1.52,1,139
43638,33775898,Cozy & Huge 1-Bed Apt in Harlem : Sparkling Clean,51434683,Seong,Manhattan,Harlem,40.80717,-73.94386,Entire home/apt,110,2,6,2019-06-28,2.31,1,0
43646,33778352,PRIME COZY HUGE Bedroom in Heart of NYC (RARE!!),28580275,Sommy,Manhattan,Midtown,40.75625,-73.96415999999999,Private room,119,2,6,2019-06-30,2.69,4,297
43647,33779447,Amazing 1BR apartment in heart of Astoria,155902664,Pavel,Queens,Astoria,40.76829,-73.92625,Entire home/apt,125,1,14,2019-07-01,4.72,1,328
43648,33780071,Designer Madison Ave Studio with Brand New Kitchen,55782090,Chris,Manhattan,Upper East Side,40.78582,-73.95546,Entire home/apt,145,31,1,2019-05-31,0.77,2,304
43651,33780377,"""Sea Gate"" Sunny, cozy, very clean studio app",194716858,Greg,Brooklyn,Sea Gate,40.574529999999996,-74.00828,Entire home/apt,125,10,1,2019-06-20,1.0,1,180
43657,33783359,Sunny Modern Studio Near Columbus Circle,20235361,Cynthia,Manhattan,Upper West Side,40.771229999999996,-73.98782,Entire home/apt,140,7,0,,,1,24
43662,33787433,3 Bedroom Spacious Apartment,251704655,Hamza,Bronx,Port Morris,40.801429999999996,-73.91353000000001,Entire home/apt,115,2,11,2019-06-24,4.46,3,6
43663,33787438,Cozy Studio in the heart of NYC,131544841,Taina,Manhattan,Kips Bay,40.744690000000006,-73.98037,Entire home/apt,120,2,5,2019-07-07,2.05,1,10
43666,33788019,Sun-Filled 3 Bedroom Apartment in Bronx,251704655,Hamza,Bronx,Port Morris,40.80273,-73.91519,Entire home/apt,115,4,9,2019-07-02,3.97,3,124
43667,33789647,Zen Room in Artist’s Apartment,61278683,Leela,Queens,Astoria,40.76429,-73.90966999999999,Private room,120,2,6,2019-06-23,4.62,1,16
43668,33791537,Beautiful Veteran owned townhome,93763302,Demacoy,Queens,Arverne,40.59908,-73.79133,Entire home/apt,137,1,4,2019-06-02,2.18,1,273
43671,33796992,"Big Studio, 2 Queen beds with separate entrance",38503810,Wendy,Brooklyn,Williamsburg,40.715540000000004,-73.96225,Entire home/apt,129,2,0,,,1,25
43678,33800548,"Entire  Apartment in Flushing , Queens.",96219565,Carlyn,Queens,Flushing,40.75908,-73.80845,Entire home/apt,115,3,2,2019-06-30,2.0,1,360
43680,33800856,Private 2A Room in 4BR/2BA APT in Hell's Kitchen,137274917,David,Manhattan,Hell's Kitchen,40.76037,-73.99171,Private room,110,1,10,2019-06-16,3.53,12,270
43689,33806317,Welcome homey ! Your new artist friend :),7216350,Ume,Manhattan,Lower East Side,40.72152,-73.98625,Shared room,117,1,5,2019-06-24,2.03,1,139
43691,33808226,FURNISHED NEW STUDIO EAST VILLAGE/SOHO/BOWERY,226699782,Vijay,Manhattan,Lower East Side,40.7215,-73.99171,Entire home/apt,120,2,10,2019-06-29,5.88,1,87
43738,33833596,Convenient & Cozy Upper West Side 2 Beds Apartment,40629507,Ceive,Manhattan,Upper West Side,40.80238,-73.96736999999999,Entire home/apt,140,1,8,2019-06-16,4.36,1,0
43752,33849375,Beautiful Park Slope summer 1-bedroom sublet,10873558,Michelle,Brooklyn,Park Slope,40.67093,-73.97555,Entire home/apt,101,60,0,,,2,32
43755,33850661,Amazing private room 5 min time square,45578040,Ryan,Manhattan,Hell's Kitchen,40.76921,-73.99239,Private room,105,1,1,2019-04-18,0.37,2,0
43760,33852169,Large East Village Private Room & Private bathroom,37792599,Moji,Manhattan,East Village,40.72485,-73.98422,Private room,119,2,3,2019-05-24,1.32,1,2
43762,33852604,Sunny-Junior-one bedroom-Prospect/Lefferts garden,112909067,Chaya,Brooklyn,Prospect-Lefferts Gardens,40.6605,-73.94767,Entire home/apt,120,2,9,2019-07-01,3.38,1,10
43786,33873570,Lexi's Global  Retreat in Flatbush! (New Host!!),255787023,Anderson,Brooklyn,East Flatbush,40.64418,-73.92556,Private room,125,1,11,2019-06-27,4.58,1,29
43792,33877942,Crown Heights Amazing,57403189,Joslin,Brooklyn,Crown Heights,40.67637,-73.94309,Entire home/apt,105,2,6,2019-07-01,2.25,2,286
43796,33880288,Perfect Location!,3128437,Natalie,Queens,Astoria,40.75792,-73.92249,Private room,120,1,0,,,2,89
43802,33881201,SoHo + Greenwich Penthouse Escape! Cozy Studio!,254522143,Julie Anne,Manhattan,Greenwich Village,40.7277,-74.00104,Entire home/apt,129,31,7,2019-06-29,2.8,1,167
43825,33901005,"Sunny, Spacious, Cozy, Charming Brooklyn Abode",192752,Danielle,Brooklyn,Park Slope,40.675990000000006,-73.97664,Entire home/apt,145,5,0,,,1,38
43841,33907635,Charming Studio in the heart of Upper East Side,90052526,Olga,Manhattan,Upper East Side,40.77414,-73.95300999999999,Entire home/apt,140,3,5,2019-07-02,2.46,1,18
43846,33908256,Bright & designed apartment in Brooklyn,254795926,David,Brooklyn,Crown Heights,40.671440000000004,-73.94613000000001,Entire home/apt,120,2,14,2019-06-29,5.6,1,298
43847,33908307,Stuyvesant Heights quiet private Apartment,6790229,Jean-Yves,Brooklyn,Bedford-Stuyvesant,40.686820000000004,-73.93493000000001,Entire home/apt,130,29,1,2019-06-22,1.0,2,283
43851,33909411,Stuyvesant Heights quiet private Apt - 2 bedrooms,6790229,Jean-Yves,Brooklyn,Bedford-Stuyvesant,40.68492,-73.9334,Entire home/apt,135,20,2,2019-06-18,1.5,2,285
43855,33909633,"Amazing 3 Bed Apt, Less than 5 mins to Manhattan",251229393,Rafu,Queens,Long Island City,40.74657,-73.93289,Entire home/apt,129,1,3,2019-06-14,1.7,2,95
43870,33914554,3 Bedroom Full house - 15mins to NYC/Ferry,161357125,Mohsin,Staten Island,Todt Hill,40.610409999999995,-74.11593,Entire home/apt,135,3,2,2019-06-23,0.86,3,36
43871,33915820,Manhattan Ave Apartment 2 stops from Times Square,18416970,Ryan,Manhattan,Harlem,40.80712,-73.95685999999999,Private room,103,2,14,2019-07-07,5.83,1,19
43881,33927923,"Spacious, Sunny, and quiet sanctuary in FlatbushBK",2282687,Maarouf,Brooklyn,Flatbush,40.65164,-73.95533,Entire home/apt,120,4,1,2019-05-08,0.48,1,0
43903,33935442,Manhattan/帝国大夏/ time square【3】,107245546,Michael,Manhattan,Chelsea,40.745779999999996,-73.99091,Private room,130,2,3,2019-06-23,3.0,3,132
43909,33938000,Super Spacious Room! Private bathroom! LES/Soho,71400423,Maria,Manhattan,Lower East Side,40.71983,-73.98980999999999,Private room,135,1,10,2019-06-20,4.05,3,93
43913,33941785,Beautiful studio apartment in a perfect location,9380030,Gustav,Manhattan,East Village,40.72359,-73.98519,Entire home/apt,140,3,1,2019-06-23,1.0,1,56
43915,33942517,Cozy Three-Bedroom Apartment - Brooklyn,236796242,Em,Brooklyn,Bedford-Stuyvesant,40.68737,-73.94346,Entire home/apt,140,1,3,2019-06-24,1.8,1,316
43929,33951037,2BR Prime West Village location!,254472726,Jerick,Manhattan,West Village,40.73198,-74.00525999999999,Entire home/apt,149,31,5,2019-05-23,1.92,1,219
43938,33959560,"Gorgeous, sunny and cosy Williamsburg 2 bed Apt",10860700,Sarah,Brooklyn,Williamsburg,40.7121,-73.94346999999999,Entire home/apt,130,10,0,,,2,34
43941,33960800,Sunlight Large Studio in Heart of Harlem,56338076,Barbara,Manhattan,Harlem,40.81431,-73.93994,Entire home/apt,130,1,6,2019-06-15,2.25,3,0
43952,33964102,"Cozy Morningside Park, Next to Columbia University",58521727,Ashton,Manhattan,Morningside Heights,40.80958,-73.95743,Entire home/apt,130,8,0,,,1,17
43954,33964954,Modern Duplex in Artsy Williamsburg,79246014,Shanice,Brooklyn,Williamsburg,40.71975,-73.94613000000001,Entire home/apt,110,2,3,2019-06-16,2.57,1,26
43969,33971428,Sunny and spacious Bushwick haven,45834595,Kira,Brooklyn,Bushwick,40.705040000000004,-73.91868000000001,Entire home/apt,120,3,3,2019-05-27,1.13,1,3
43974,33972589,Sunny HUGE bedroom,206482566,Sarah,Manhattan,Stuyvesant Town,40.73193,-73.97971,Private room,115,1,0,,,2,0
43983,33981416,One bedroom in Chelsea,12321281,Calypso,Manhattan,Chelsea,40.74483,-73.99649000000001,Private room,110,30,0,,,1,145
43990,33987509,Private & Cozy Room 1B near Columbia Univ,10415675,Yao & Rain,Manhattan,Harlem,40.82289,-73.954,Private room,120,3,1,2019-04-23,0.39,7,339
43993,33987847,Gorgeous Rooftop Views / Seconds From Train,22388757,Jordan,Manhattan,Washington Heights,40.85075,-73.93982,Entire home/apt,120,3,3,2019-07-07,1.7,2,0
43995,33988271,"Cute, Convenient Bushwick 1-Bedroom (sleeps 6)",256634850,Barbara,Brooklyn,Bushwick,40.68773,-73.90589,Entire home/apt,149,2,1,2019-06-23,1.0,1,0
44016,33994896,Lower East side/Soho/Chinatown room fits 3 people,71400423,Maria,Manhattan,Lower East Side,40.71958,-73.9905,Private room,123,1,7,2019-07-05,4.47,3,146
44019,33995466,A Perfect Studio,3940207,Kimberly,Brooklyn,Williamsburg,40.721140000000005,-73.96307,Entire home/apt,125,20,1,2019-06-13,1.0,1,122
44020,33995614,Lovely LES/SOHO/Chinatown room can fit 3 people!,71400423,Maria,Manhattan,Lower East Side,40.72139,-73.9896,Private room,123,1,10,2019-06-18,4.35,3,0
44021,33995646,Walk to Columbia University,67651553,Yunqiu,Manhattan,Upper West Side,40.80237,-73.96695,Entire home/apt,120,20,0,,,2,95
44047,34013205,cozy private studio in greenpoint..,25346924,Edyta,Brooklyn,Greenpoint,40.72602,-73.95848000000001,Entire home/apt,118,4,1,2019-05-27,0.7,1,30
44058,34016888,3BR Times Square Loft ! Heart of City!,255539744,Sheryl,Manhattan,Hell's Kitchen,40.753640000000004,-73.99291,Entire home/apt,149,31,4,2019-06-01,1.85,1,135
44061,34017464,Amazing 2 bedroom apt . Recently renovated.,6752504,Ella,Brooklyn,Gravesend,40.596090000000004,-73.97485999999999,Entire home/apt,120,5,0,,,3,23
44080,34023558,1 BR apartment in gut renovated historic building,88602231,Karol,Brooklyn,Kensington,40.647220000000004,-73.9736,Entire home/apt,111,14,0,,,1,21
44081,34023619,Entire Apartment With Space For Two,84118689,Andrew,Manhattan,Upper East Side,40.77362,-73.94886,Entire home/apt,130,1,11,2019-06-20,4.34,1,26
44082,34024785,Beautiful Bright Private Room!,181092484,Leonard,Manhattan,Lower East Side,40.719229999999996,-73.98581999999999,Private room,119,1,7,2019-07-05,2.88,3,360
44086,34032088,Private room- Astoria Modern,347045,Shane,Queens,Astoria,40.758070000000004,-73.92631999999999,Private room,125,2,5,2019-06-30,2.34,1,90
44095,34036011,Charming East Village Penthouse Studio Apartment,43885531,Lee,Manhattan,East Village,40.72935,-73.9826,Entire home/apt,130,30,1,2019-06-14,1.0,1,115
44101,34038559,Gorgeous Apt on the Upper East Side,1241543,Claire,Manhattan,Upper East Side,40.78145,-73.9496,Private room,130,5,3,2019-06-30,1.73,1,180
44102,34038619,"Cozy, convenient Upper West Side studio",236779549,Marina,Manhattan,Morningside Heights,40.80665,-73.96061999999999,Entire home/apt,115,31,0,,,1,57
44104,34039320,Quiet and clean apartment in nyc,201757076,Soledad,Queens,Briarwood,40.71167,-73.81812,Entire home/apt,111,1,9,2019-06-30,3.7,3,223
44107,34040940,"Bright, Light & Airy 1 Bedroom in Kips Bay",7218138,Roger,Manhattan,Kips Bay,40.741,-73.98056,Entire home/apt,149,5,1,2019-05-19,0.59,1,0
44108,34041523,Master Room in Harlem Duplex,256998898,Hank,Manhattan,Harlem,40.80514,-73.95561,Private room,140,1,4,2019-06-18,1.88,3,350
44109,34041587,The Power Tower,256998898,Hank,Manhattan,Harlem,40.80536,-73.95469,Private room,140,1,3,2019-07-01,2.0,3,336
44115,34043476,Bohemian Artist’s Studio in Victorian Neighborhood,48201791,Olivia,Brooklyn,Flatbush,40.63927,-73.9636,Entire home/apt,140,4,9,2019-07-05,3.97,2,328
44117,34045372,Soulful studio space near Yankees Stadium,12463953,Derrick,Bronx,Mott Haven,40.81865,-73.93014000000001,Entire home/apt,107,2,0,,,1,81
44118,34047149,1 bedroom in North Slope with Queen bed & futon,225834252,Jodi,Brooklyn,Prospect Heights,40.676559999999995,-73.9706,Entire home/apt,140,2,4,2019-06-25,2.22,1,130
44139,34061588,Ideal Studio - Top Prime Location,256921050,Ellen,Manhattan,Chinatown,40.71588,-73.99099,Entire home/apt,135,6,3,2019-06-24,2.37,2,1
44156,34071098,3BR Times Square! Great Location! W/D!,253789998,Kim,Manhattan,Hell's Kitchen,40.76303,-73.98894,Entire home/apt,149,30,2,2019-05-23,0.9,1,148
44157,34076756,A light filled historical,73324719,Scott,Queens,Rockaway Beach,40.590090000000004,-73.81042,Entire home/apt,126,7,0,,,1,58
44158,34079720,Rare find!! Stylish duplex top floor all yours!,29044900,Tiffany,Brooklyn,Williamsburg,40.716159999999995,-73.95551999999999,Private room,130,2,10,2019-07-01,3.95,1,159
44182,34088861,Quiet Studio Apartment Near Prospect Park + Subway,44914887,Theo,Brooklyn,Flatbush,40.64692,-73.96696,Entire home/apt,105,3,5,2019-07-05,5.0,1,51
44193,34096002,LIC luxury building with indoor pool and lounge,179875332,Tracy,Queens,Long Island City,40.74745,-73.93656,Private room,135,3,1,2019-05-22,0.63,1,0
44202,34107684,Cozy Bed-Stuy 1BR- easy access to Manhattan,12162311,Corey,Brooklyn,Bedford-Stuyvesant,40.693020000000004,-73.93285,Entire home/apt,101,1,1,2019-05-17,0.57,1,167
44203,34108545,Sunny top floor 1BR  in Victorian Brooklyn,218940337,Julie,Brooklyn,Flatbush,40.63981,-73.96534,Entire home/apt,120,90,0,,,1,49
44215,34116575,"Sunny, Quiet, Green Studio near Central Park & MET",42144338,Jessie,Manhattan,Upper East Side,40.7786,-73.95028,Entire home/apt,120,6,2,2019-06-15,1.36,1,9
44233,34121885,NYC Summer Housing,110319331,Xinting,Manhattan,Upper East Side,40.77132,-73.94829,Entire home/apt,127,5,4,2019-06-29,1.74,1,192
44239,34124049,Private bedroom located in Downtown Manhattan,257599351,Sandra And Katharina,Manhattan,Chinatown,40.71703,-73.99538000000001,Private room,120,2,8,2019-07-01,3.69,1,34
44240,34124075,Stay with a native New Yorker!,257585150,Lynne,Manhattan,Upper East Side,40.77167,-73.95529,Private room,120,1,2,2019-06-30,2.0,1,311
44271,34146835,Massive Private Bedroom in Brooklyn Heights,2119428,Ori,Brooklyn,Brooklyn Heights,40.69699,-73.9936,Private room,125,3,9,2019-07-05,4.58,1,252
44284,34150631,conveniently located to highway !,257836545,Floriane,Brooklyn,Canarsie,40.631170000000004,-73.88688,Entire home/apt,125,1,0,,,1,360
44313,34170097,Cozy 1 Bedroom Close To Manhattan,86196529,Jordan,Brooklyn,Williamsburg,40.70313,-73.93836999999999,Entire home/apt,101,2,4,2019-06-18,1.88,1,75
44331,34179924,Comfy Room in the Heart of Queens,258058607,Raul,Queens,Woodside,40.744440000000004,-73.896,Private room,125,1,0,,,1,90
44341,34181803,"Safe & lively, tons of restaurants & bars nearby!",221839786,Seira,Manhattan,Hell's Kitchen,40.76417,-73.99334,Private room,145,1,6,2019-06-30,4.09,1,287
44359,34197691,"Super Great Bright Room, 15mins to NYC w/ desk",229249302,Missy,Brooklyn,Bushwick,40.69751,-73.93581999999999,Private room,120,1,16,2019-07-05,6.96,1,57
44361,34198108,Time Square South - Sunny Lux Twin Hotel Room,252604696,Erin,Manhattan,Chelsea,40.75029,-73.99492,Private room,129,1,3,2019-06-23,1.48,20,358
44365,34200086,Cozy Studio with Patio Close to the Subway,258202599,Elijah,Manhattan,East Harlem,40.78967,-73.94199,Entire home/apt,145,2,7,2019-06-24,3.62,1,0
44370,34202304,曼哈顿 林肯中心 Manhattan Lincoln Center 5分钟到西59/66地铁站,97044757,柏润,Manhattan,Upper West Side,40.77435,-73.98761,Entire home/apt,139,20,0,,,2,18
44371,34202362,Entire Apt. In Brooklyn. 25 minutes to Manhattan.,135061108,Carmelo,Brooklyn,East Flatbush,40.64902,-73.94795,Entire home/apt,125,1,0,,,2,33
44395,34207022,Manhattan West - Cozy Single Room,252604696,Erin,Manhattan,Chelsea,40.74975,-73.9961,Private room,129,1,0,,,20,359
44396,34207413,Manhattan Chelsea Cozy Single,252604696,Erin,Manhattan,Chelsea,40.75074,-73.9967,Private room,149,1,0,,,20,359
44397,34207474,Good Day New York - Sunny Single,252604696,Erin,Manhattan,Chelsea,40.7494,-73.99519000000001,Private room,149,1,0,,,20,359
44400,34207544,Madison Square Sunny Twin Hotel Room,252604696,Erin,Manhattan,Chelsea,40.75055,-73.99481999999999,Private room,149,1,0,,,20,351
44401,34207635,Midtown West - Comfort Twin Single Hotel,252604696,Erin,Manhattan,Chelsea,40.74942,-73.99535999999999,Private room,149,1,0,,,20,359
44408,34208053,✴ COZY Astoria NYC ✴ 1BDR & 1 BATH APT,258265562,Ossama,Queens,Long Island City,40.75575,-73.93037,Entire home/apt,113,2,4,2019-06-07,1.85,1,0
44416,34209596,NYC Private Room in Manhattan,258247777,Claudio,Manhattan,Harlem,40.816720000000004,-73.94745999999999,Private room,135,3,5,2019-06-17,2.5,3,224
44417,34209682,Stunning 2Bedroom Apartment in LES Hot Spot,257973120,Maxinne,Manhattan,Lower East Side,40.721379999999996,-73.98543000000001,Entire home/apt,120,7,3,2019-06-30,1.76,1,284
44455,34234982,NYC Manhattan Private Room,258247777,Claudio,Manhattan,Harlem,40.81548,-73.94556,Private room,135,3,6,2019-06-10,2.86,3,247
44456,34235178,NYC Manhattan Private Room! Private Bathroom!!,258247777,Claudio,Manhattan,Harlem,40.81693,-73.94561999999999,Private room,135,5,1,2019-05-23,0.64,3,320
44465,34250079,Williamsburg historic apt. summer sublet!,5317044,Jasper,Brooklyn,Williamsburg,40.7153,-73.95333000000001,Entire home/apt,109,45,0,,,1,62
44468,34251212,Charming One-Bedroom East Village Apartment,59782332,Nikolas,Manhattan,East Village,40.72325,-73.98776,Entire home/apt,120,3,4,2019-07-06,1.82,1,0
44473,34251990,Great location in Hells kitchen,32615118,Taylor,Manhattan,Hell's Kitchen,40.7676,-73.98609,Private room,110,5,3,2019-06-14,1.76,1,331
44484,34255449,Beautiful Manhattan TOWNHOUSE APARTMENT w Deck,779474,Clint,Manhattan,Washington Heights,40.83515,-73.94178000000001,Entire home/apt,128,3,9,2019-07-05,4.66,1,236
44485,34255571,Brooklyn Brownstone (Private Room),243639488,Joanna,Brooklyn,East Flatbush,40.64359,-73.94821,Private room,120,2,3,2019-06-30,2.0,1,180
44486,34255740,"Private, 2-story apartment, near the Highline",141713689,Nawar,Manhattan,Chelsea,40.74475,-74.00108,Entire home/apt,134,7,3,2019-06-23,2.65,1,13
44492,34256727,"Private, Cozy Escape! Near all!",49216953,Marina,Staten Island,Midland Beach,40.57568,-74.09522,Entire home/apt,115,2,2,2019-06-20,2.0,1,231
44494,34257868,Beautiful Studio in the heart of Williamsburg,258661548,Brisa,Brooklyn,Williamsburg,40.71456,-73.94326,Entire home/apt,140,1,9,2019-06-23,3.86,1,200
44502,34261963,Bright Furnished Room in Midtown East!,6466170,Peter,Manhattan,Midtown,40.755140000000004,-73.96773,Private room,109,60,0,,,1,327
44503,34262617,Manhattan Tourists' warm home 3,257997585,Yu,Manhattan,Midtown,40.75843,-73.97053000000001,Private room,129,7,9,2019-06-21,4.03,1,128
44507,34272580,Spacious 3 bedroom duplex with private backyard,4521174,Caroline,Brooklyn,Crown Heights,40.67167,-73.94015,Entire home/apt,140,30,0,,,3,73
44512,34275461,BedStuy Penthouse Duplex 1BR,247584029,Robert,Brooklyn,Bedford-Stuyvesant,40.68417,-73.95343000000001,Entire home/apt,132,30,1,2019-06-08,0.94,1,191
44516,34278223,Luxury for Single Traveler,3577413,Rj,Manhattan,Financial District,40.70599,-74.00515,Entire home/apt,139,7,2,2019-06-11,0.92,1,1
44517,34278532,3 Bedroom Loft Like Unit 5 minutes from train,258795923,Saf,Brooklyn,Gravesend,40.59145,-73.98546,Entire home/apt,129,3,4,2019-06-26,3.0,1,167
44522,34280267,Sonder | 116 John | Cozy 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.708079999999995,-74.00561,Entire home/apt,130,29,0,,,327,338
44533,34284408,Sonder | 116 John | Spacious 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70685,-74.00698,Entire home/apt,130,29,0,,,327,246
44535,34284597,South Bronx Suite,19903807,Carol,Bronx,Mott Haven,40.81305,-73.91655,Entire home/apt,120,3,5,2019-06-02,2.5,3,45
44538,34284697,2 Bedroom Apt w private entrance & backyard,6302448,Hidemi,Brooklyn,Bedford-Stuyvesant,40.67882,-73.94941,Entire home/apt,120,2,0,,,1,40
44539,34284883,Your own studio in the heart of Chelsea,258844868,Victor,Manhattan,Chelsea,40.74577,-74.0022,Entire home/apt,129,1,19,2019-06-22,8.38,1,5
