,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
44070,34020036,Prime Gramercy! **12 months lease!,1146958,Liz,Manhattan,Kips Bay,40.73859,-73.98218,Entire home/apt,89,360,0,,,4,364
44071,34020040,"Homey, Friendly Apt Share Next To Subway",253836845,Ollie,Brooklyn,Crown Heights,40.67058,-73.9573,Private room,68,30,1,2019-05-21,0.6,7,226
44072,34020097,Cozy Room in Classic Crown Heights,98978751,Vita,Brooklyn,Crown Heights,40.67052,-73.95612,Private room,70,1,4,2019-06-18,2.67,1,153
44074,34021170,HUGE Room. Lower East Side! Perfect location!,4613096,Laura,Manhattan,Lower East Side,40.7208,-73.98959,Private room,90,3,2,2019-06-27,2.0,1,34
44075,34022109,Modern Studio in Washington Heights!,26973868,Jhunior,Manhattan,Washington Heights,40.842209999999994,-73.93705,Entire home/apt,90,4,4,2019-06-30,1.88,1,51
44076,34022186,Beautiful Room in Chic Area!,181092484,Leonard,Manhattan,Lower East Side,40.71833,-73.98935999999999,Private room,99,1,7,2019-07-01,2.92,3,356
44078,34022740,Safari in Brooklyn!,256899020,Melissa,Brooklyn,Brownsville,40.657990000000005,-73.91595,Private room,57,4,7,2019-06-23,2.84,1,35
44088,34032390,Crash pad #2,156505456,John,Brooklyn,East New York,40.667390000000005,-73.87379,Private room,65,3,2,2019-05-18,0.95,13,365
44091,34035431,"Private Room by Emmons, beaches. B, Q trains.",177031514,Alena,Brooklyn,Sheepshead Bay,40.584379999999996,-73.95564,Private room,60,1,4,2019-06-23,1.85,1,341
44092,34035571,Beautiful Place in the Heart of Williamsburg,457147,Florent,Brooklyn,Williamsburg,40.711909999999996,-73.95598000000001,Private room,75,7,2,2019-06-08,1.58,1,324
44103,34039045,Modern Brick Exposed Brooklyn Apartment!,30995747,John,Brooklyn,Crown Heights,40.67723,-73.95133,Entire home/apt,95,4,3,2019-06-10,1.88,1,4
44110,34041630,The Beatiful place,257043301,Alfredo,Queens,Kew Gardens,40.70609,-73.83014,Private room,55,1,0,,,1,179
44111,34042173,"Peaceful, fully equipped, home away from home!",257053267,Leanna,Queens,Richmond Hill,40.696220000000004,-73.84634,Private room,60,1,3,2019-07-01,1.76,1,364
44114,34042777,Comfortable Room in NYC in Harlem area,153205975,Waly,Manhattan,Harlem,40.80279,-73.94736,Private room,78,5,1,2019-05-05,0.46,1,89
44116,34043633,Huge Upper Manhattan Apartment (1st),29178119,Aris,Manhattan,Washington Heights,40.83489,-73.94587,Private room,85,4,0,,,1,55
44120,34053030,"Dog Friendly, 1-Bedroom apt, close to subway",250515297,Nikita,Brooklyn,Bedford-Stuyvesant,40.68501,-73.91884,Entire home/apt,75,2,0,,,1,7
44122,34054250,Clean and spacious room in charming Greenpoint,47625541,Jeff,Brooklyn,Greenpoint,40.726459999999996,-73.95639,Private room,70,5,1,2019-06-25,1.0,2,78
44125,34056679,Spanish Harlem magical place. Mezzanine bed,254112876,David,Manhattan,East Harlem,40.79787,-73.93568,Private room,90,2,3,2019-06-30,2.43,2,175
44127,34056928,"1 block off the beach in Arverne, NY. Clean  space",257167592,Denise,Queens,Arverne,40.59344,-73.78905999999999,Private room,54,3,0,,,1,363
44129,34058607,Cozy apartment at heart of Brooklyn,11256721,Zeynep,Brooklyn,East Flatbush,40.649390000000004,-73.94864,Entire home/apt,92,4,0,,,1,27
44130,34059500,Big room prime location WaHe uptown manhattan,290845,Majsan,Manhattan,Washington Heights,40.84387,-73.93969,Private room,59,1,3,2019-06-11,1.64,1,293
44132,34059997,Cozy Brooklyn Camper van.,13486673,David,Brooklyn,Prospect Heights,40.67868,-73.97157,Entire home/apt,70,2,0,,,3,84
44136,34061095,Empty Spacious Unfurnished 1 Bedroom Apartment,7228431,Susan,Bronx,Parkchester,40.839079999999996,-73.86041999999999,Entire home/apt,70,93,0,,,1,134
44137,34061159,Luxury pad by the beach,255219640,Anna,Brooklyn,Brighton Beach,40.57865,-73.96983,Private room,75,2,1,2019-07-05,1.0,1,100
44142,34062693,西藏民居,218134921,Kate,Queens,Woodside,40.74904,-73.90188,Private room,85,1,0,,,1,3
44143,34062876,Awesome Room in Beautiful Williamsburg Loft,130675,Marta,Brooklyn,Williamsburg,40.71074,-73.94284,Private room,79,3,4,2019-07-01,2.93,1,9
44144,34063075,"Spacious Bedroom in Washington Heights, Manhattan",257221104,Clark,Manhattan,Washington Heights,40.83466,-73.94029,Private room,60,3,5,2019-06-21,2.42,1,93
44145,34063202,Bright & clean space in lively Bushwick!,28336,Denise,Brooklyn,Bushwick,40.69982,-73.92491,Private room,75,2,8,2019-06-26,3.75,1,317
44146,34063821,Bedroom in the Heart of Brooklyn,78078053,Johnnie,Brooklyn,Bedford-Stuyvesant,40.6891,-73.95016,Private room,75,1,2,2019-05-19,1.0,1,138
44147,34065052,Spacious & Awesome Room in Brooklyn!,215532980,Isa & Bruno,Queens,Ridgewood,40.70515,-73.9136,Private room,75,1,11,2019-07-01,4.52,3,88
44149,34065601,Spacious & Modern Room in a Prime Location!,215532980,Isa & Bruno,Queens,Ridgewood,40.70384,-73.91136999999999,Private room,75,1,11,2019-06-25,4.65,3,68
44150,34065608,New Apartment & Newly Furnished in Prime Location!,215532980,Isa & Bruno,Queens,Ridgewood,40.70391,-73.91153,Private room,75,1,14,2019-07-07,5.83,3,88
44153,34065832,"Cozy, peaceful, and cute.",244443448,Ireen,Brooklyn,Bay Ridge,40.632329999999996,-74.01796,Private room,60,31,0,,,1,90
44154,34067204,Cosy bedroom in Williamsburg,229469300,Alisa,Brooklyn,Williamsburg,40.70785,-73.94898,Private room,60,2,3,2019-05-24,1.25,2,5
44160,34082053,Large basement-level studio,141146473,Rosa,Brooklyn,Prospect-Lefferts Gardens,40.66248,-73.95407,Entire home/apt,90,2,4,2019-06-16,2.11,1,27
44161,34082442,Beautiful Clean & Quiet Room! Rm#3,11674837,Christopher,Queens,Ridgewood,40.70477,-73.90943,Private room,69,1,6,2019-06-24,3.1,3,179
44177,34087005,Comfort Haven,245960335,Kern,Queens,Jamaica,40.68055,-73.78263000000001,Private room,95,1,0,,,1,180
44181,34088667,"One master bedroom near Q10,Q24 BUS STOP, A train",179951095,Balwinder,Queens,Richmond Hill,40.69035,-73.82238000000001,Private room,78,1,14,2019-07-05,5.83,1,356
44187,34090662,BedStuy Private Room (M1),6206040,Linda,Brooklyn,Bedford-Stuyvesant,40.69023,-73.93063000000001,Private room,54,1,5,2019-07-02,2.46,8,27
44190,34093093,Private entrance with views. 25 mins to Manhattan,20087667,Mike,Queens,Astoria,40.76962,-73.93146,Private room,55,1,15,2019-06-29,6.0,1,17
44206,34109917,Livingroom for you staying,257555082,Mr.&Mrs.,Queens,Jackson Heights,40.75308,-73.89419000000001,Shared room,55,2,0,,,1,270
44209,34111540,Big Bedroom near Columbia University and 1 line,90332306,Haylee,Manhattan,Upper West Side,40.80383,-73.96724,Private room,59,3,4,2019-06-09,2.61,1,5
44210,34111820,Quiet Uptown Stay in Historic Building,29740456,Giovanny,Manhattan,Washington Heights,40.83298,-73.93874,Private room,75,2,4,2019-06-04,1.9,1,0
44212,34113802,"Brand New, Beautiful LES Apartment",238779678,Dustin,Manhattan,East Village,40.7272,-73.98993,Private room,73,30,0,,,9,364
44218,34117228,Whimsical music room in an Artsy W’burg 3br,6645096,Wendy,Brooklyn,Williamsburg,40.71996,-73.9414,Private room,78,2,2,2019-07-03,2.0,1,5
44225,34119485,Bright and Spacious Apartment in Bay Ridge,29094579,Ruby,Brooklyn,Fort Hamilton,40.61642,-74.02396999999999,Entire home/apt,89,3,4,2019-06-23,1.56,1,21
44228,34120696,Fully renovated 1 bedroom apartment,36205885,Eddy,Queens,Ridgewood,40.707370000000004,-73.91138000000001,Entire home/apt,74,1,16,2019-06-30,7.16,3,351
44232,34121613,"Private room in spacious, cozy Brooklyn home.",3842238,Beverly,Brooklyn,Bushwick,40.690129999999996,-73.91176999999999,Private room,65,1,1,2019-07-01,1.0,1,88
44234,34121944,"Spacious, studio w/ great lighting in heart of BK",17361902,Shauna,Brooklyn,Crown Heights,40.67114,-73.94921,Entire home/apt,99,3,1,2019-05-17,0.57,1,1
44243,34124328,"Lovely stay near LGA. Lux condo RM, private bath!",137358866,Kazuya,Queens,Woodside,40.74152,-73.90314000000001,Private room,67,30,1,2019-05-17,0.57,103,1
44244,34124683,Freedom Tower View - pvt Br. Queen size bed,10962595,Rati,Brooklyn,Fort Hamilton,40.618590000000005,-74.03644,Private room,60,28,0,,,1,263
44245,34124720,"Private Bedroom, LGBTQ Friendly",6665872,Jeremy,Manhattan,Hell's Kitchen,40.7631,-73.98963,Private room,75,2,15,2019-07-03,6.34,1,33
44246,34124949,"Apartment for rent in EV, ten min from WSP",257668187,Noah,Manhattan,East Village,40.727540000000005,-73.99025,Private room,63,30,1,2019-05-15,0.55,1,18
44248,34125485,Cozy lil room in the coolest Brooklyn neighborhood,97322120,María Gabriela,Brooklyn,Bushwick,40.690259999999995,-73.90689,Private room,80,4,0,,,1,158
44249,34125558,"Lux RM near 61St Station, laundry elevator & more!",137358866,Kazuya,Queens,Woodside,40.74123,-73.90151999999999,Private room,59,30,0,,,103,247
44250,34126611,"amazing, homey, plant-filled and spacious retreat",160118608,Jenny,Brooklyn,Williamsburg,40.7071,-73.94634,Private room,65,5,1,2019-04-24,0.39,1,35
44251,34126627,Woodside condo room close to Midtown / LGA.,137358866,Kazuya,Queens,Woodside,40.74165,-73.90155,Private room,59,30,1,2019-06-15,1.0,103,260
44253,34126874,suit No.1,257683179,H Ai,Queens,Flushing,40.75139,-73.81328,Private room,55,1,3,2019-06-29,2.81,6,75
44259,34139763,Quiet & Modern Serene Bedroom near J subway train,5680111,Timothy,Brooklyn,Bushwick,40.68603,-73.91399,Private room,63,12,2,2019-05-17,1.0,7,130
44260,34142194,QUIET SPACIOUS BEDROOM IN THE HEART OF MANHATTAN,48711094,Alex,Manhattan,Midtown,40.74607,-73.98371999999999,Private room,95,2,10,2019-06-23,4.55,1,0
44262,34142272,Chic Private Room  |  Only 1 Stop from Manhattan!,257773717,Lydia,Brooklyn,Williamsburg,40.710409999999996,-73.96327,Private room,58,30,0,,,5,341
44263,34143050,"Newly Renovated, Unbeatable Location Private Room",257773717,Lydia,Brooklyn,Williamsburg,40.710370000000005,-73.96316999999999,Private room,58,30,0,,,5,338
44264,34143234,"Large Beautiful Room in Prime BK, 10 Min to City!!",257773717,Lydia,Brooklyn,Williamsburg,40.70944,-73.96472,Private room,58,30,0,,,5,342
44266,34143463,"Feel-Good Decor, Lux Private Room & Great Location",257773717,Lydia,Brooklyn,Williamsburg,40.708870000000005,-73.96249,Private room,58,30,0,,,5,333
44267,34143632,"Big, Bright, Beautiful Roommate Share in Prime BK",257773717,Lydia,Brooklyn,Williamsburg,40.709540000000004,-73.96284,Private room,58,30,0,,,5,308
44269,34145824,Peaceful and Cozy Room in Bushwick,157207818,Vanessa,Brooklyn,Bushwick,40.70044,-73.9243,Private room,63,1,7,2019-06-30,3.28,1,22
44279,34148819,Private Room In Little Italy,236839319,Brooke,Manhattan,Little Italy,40.71803,-73.99835,Private room,59,30,0,,,3,35
44281,34150120,2 bed.Full apartment. L Train.15 min away from NYC,257832461,Stephanie,Brooklyn,Bushwick,40.70247,-73.92671,Entire home/apt,99,1,32,2019-07-05,13.33,1,77
44282,34150332,Adorable room 2,34689714,Maria,Manhattan,Hell's Kitchen,40.7667,-73.98829,Private room,99,1,0,,,5,365
44290,34152598,Hip budget friendly room 20 min from Manhattan!,34269923,Annabella,Brooklyn,Bushwick,40.697179999999996,-73.91165,Private room,52,1,7,2019-07-01,4.77,1,0
44293,34153647,"Beautiful private Master Bedroom in
Bushwick!",2008510,Ben,Brooklyn,Bushwick,40.70395,-73.92585,Private room,65,4,3,2019-05-25,1.43,1,75
44295,34153891,Private Room in a Brand New Apt / Quiet Building,257866899,Carlos,Manhattan,Harlem,40.81864,-73.94108,Private room,60,4,6,2019-06-24,2.81,1,212
44296,34154569,NEW APT - 15 MINS TO MANHATTAN!,6004860,Reza,Queens,Woodside,40.74807,-73.9028,Entire home/apt,79,30,0,,,1,333
44305,34157717,Private Apt w/2 Queen beds close to NY Attractions,110539055,Manny,Bronx,Williamsbridge,40.87699,-73.85365999999999,Entire home/apt,87,2,5,2019-06-30,5.0,2,298
44308,34165293,Clean w/ lovely interiors. Nice loc Woodside room!,137358866,Kazuya,Queens,Woodside,40.74654,-73.90776,Private room,60,30,0,,,103,215
44314,34172085,Spacious private bedroom in Manhattan.,257993786,Ronnie,Manhattan,Inwood,40.86473,-73.92641,Private room,60,1,9,2019-07-07,6.28,1,352
44319,34174357,Beautiful private room in Manhattan,245886857,Djily,Manhattan,Harlem,40.812490000000004,-73.94175,Private room,90,4,0,,,2,365
44321,34175216,Beautiful room in Manhattan,245886857,Djily,Manhattan,Harlem,40.81312,-73.94215,Private room,70,5,0,,,2,364
44323,34176066,Airy Bushwick Home with Back Yard,743732,Jaxyn,Brooklyn,Bushwick,40.70043,-73.92266,Entire home/apt,70,30,0,,,1,0
44335,34180443,"BRIGHT, chic, Huge room with PRIVATE BATHROOM",44260443,Bah,Brooklyn,Bedford-Stuyvesant,40.68268,-73.93055,Private room,75,1,12,2019-06-29,5.37,1,60
44338,34181264,Room 2.  Bunk beds available for two adults.,251859047,Errol,Brooklyn,Crown Heights,40.67558,-73.9231,Private room,65,2,3,2019-07-01,2.09,3,126
44344,34182985,Adorable Room w/Gym Access-Hamilton Hts Manhattan,4592344,Ally,Manhattan,Harlem,40.82261,-73.95544,Private room,53,3,1,2019-06-04,0.86,1,74
44348,34184764,"NEW - STEPS TO SUBWAY, NO STOP TO MANHATTAN!",110375726,Dane,Queens,Woodside,40.74625,-73.90311,Entire home/apt,99,30,1,2019-05-31,0.77,1,333
44349,34184826,Private big room in upper east side,45317760,Mohammed,Manhattan,Upper East Side,40.76915,-73.95515,Private room,60,14,3,2019-06-02,2.25,3,29
44355,34194826,Private room in Williamsburg,95381568,Elias,Brooklyn,Williamsburg,40.7134,-73.96306,Private room,85,4,3,2019-06-24,2.2,1,6
44356,34196242,Newly renovated loft on quiet block,20810101,Amy,Brooklyn,Bedford-Stuyvesant,40.68111,-73.94683,Private room,93,1,2,2019-06-29,1.4,2,23
44366,34200677,Great Eclectic Studio Apt in Brooklyn !!!!!!,161496464,Tyler,Brooklyn,Flatbush,40.65188,-73.95649,Entire home/apt,95,1,2,2019-07-07,0.91,1,362
44368,34201695,BedStuy Private Room (M2),6206040,Linda,Brooklyn,Bedford-Stuyvesant,40.6914,-73.9294,Private room,65,1,4,2019-06-18,2.35,8,12
44377,34203618,"Well lit room in FiDi, Manhattan-June,July  sublet",225651433,Sruthi,Manhattan,Financial District,40.708,-74.01485,Private room,52,25,0,,,1,99
44380,34204219,Bedroom + Private Office by Barclays Ctr,20702874,Jody,Brooklyn,Park Slope,40.68092,-73.97823000000001,Private room,68,14,0,,,1,4
44382,34204893,Gorgeous spacious 1 bedroom apartment,85773188,Mark,Brooklyn,Brighton Beach,40.57589,-73.96636,Entire home/apt,86,1,10,2019-07-08,9.09,1,20
44414,34209348,Verrazano bridge garden house,98297464,Max,Brooklyn,Fort Hamilton,40.62065,-74.02929,Private room,68,5,2,2019-06-20,1.71,2,55
44418,34209710,Cozy Room for Female Guests/ just 30sec to Subway!,63834320,Minami & Takuya,Brooklyn,Bushwick,40.70058,-73.91123,Private room,65,2,8,2019-07-07,3.93,1,19
44420,34210645,2 bedroom 2 bathroom with garden heart of Bushwick,258286476,Eden,Brooklyn,Bushwick,40.698609999999995,-73.91999,Entire home/apt,90,4,2,2019-05-12,0.94,1,34
44428,34218886,Beautiful and cozy place 2 min walk from subway,257999795,Joao,Brooklyn,Bushwick,40.681779999999996,-73.90313,Private room,60,1,6,2019-06-23,5.14,1,52
44435,34224023,Brilliant like studio apartment close to Manhattan,254104585,Mila,Brooklyn,Bedford-Stuyvesant,40.68463,-73.92996,Private room,89,1,25,2019-07-07,10.56,3,160
44436,34227232,Very quiet two twin beds room 温馨双单人床小屋,140630987,Jiali,Queens,Flushing,40.76089,-73.8142,Private room,70,1,7,2019-07-07,3.18,6,326
44437,34227846,Great New York-korea town Shared room,179336958,Ruby,Manhattan,Midtown,40.74605,-73.98634,Shared room,65,3,1,2019-06-29,1.0,6,353
44444,34230337,Master Bed Room With Private Bathroom #1,258217172,Jin Sen,Brooklyn,Bushwick,40.68757,-73.90961,Private room,70,1,9,2019-06-29,4.22,1,262
44446,34231172,Fully renovated brick house floor in Brooklyn,59642348,Kevin,Brooklyn,Sunset Park,40.6455,-74.01262,Entire home/apt,95,1,9,2019-07-08,9.0,1,106
44447,34231565,Private bedroom and bathroom 15 mins from the city,2961266,John,Queens,Sunnyside,40.73857,-73.92563,Private room,72,1,4,2019-07-02,4.0,2,25
44448,34231746,Big and Bright Room in South Bronx Artist Home!,9975046,Karah,Bronx,Longwood,40.81835,-73.91465,Private room,65,3,0,,,1,0
44449,34232536,Red Violet,145878384,Denise,Brooklyn,East Flatbush,40.650929999999995,-73.93269000000001,Private room,75,3,2,2019-06-12,1.54,7,245
44453,34233572,"Quiet, Safe, Clean Room",258461766,Leslie,Queens,Flushing,40.75073,-73.82052,Private room,75,1,0,,,1,365
44466,34250344,ROOM # 3 near to JFK & LGA Airport,258589420,Diego,Queens,Richmond Hill,40.68908,-73.83326,Private room,56,1,12,2019-07-07,5.37,7,179
44469,34251397,"Nice House, clean space",258518165,Andres,Queens,Bayside,40.74966,-73.75328,Private room,80,1,0,,,1,289
44470,34251643,NYC  2-bedrooms apartment @ Brooklyn,258118351,Artie,Brooklyn,Borough Park,40.64032,-73.99493000000001,Entire home/apt,95,18,2,2019-06-04,1.62,2,38
44472,34251680,Spacious private bedroom upper manhattan NYC,4711282,Gen,Manhattan,Washington Heights,40.85015,-73.93863,Private room,70,1,11,2019-06-16,4.93,1,97
44480,34255308,Large Renovated 2 br Apt called Home Crown Heights,78113383,Sara,Brooklyn,Crown Heights,40.67266,-73.92423000000001,Entire home/apt,80,10,0,,,3,258
44489,34256514,[Special Price] Have a nice trip with my room!,69339916,Luke,Manhattan,Harlem,40.8125,-73.95305,Private room,70,1,3,2019-06-21,2.57,1,71
44491,34256717,Bedstuy Cozy Room with Private Bathroom,155299284,Kia,Brooklyn,Bedford-Stuyvesant,40.68977,-73.95482,Private room,75,1,14,2019-07-02,7.12,1,0
44499,34259388,Great home for the summer ONLY,17770682,Adriana,Bronx,Highbridge,40.83149,-73.92766,Entire home/apt,70,40,0,,,1,0
44504,34263343,New renovated a comfortable apartment in manhattan,251852817,Owen,Manhattan,East Harlem,40.800779999999996,-73.94335,Shared room,60,1,5,2019-07-04,2.31,7,90
44508,34274062,Williamsburg big studio,133465194,Andrea,Brooklyn,Williamsburg,40.71925,-73.94293,Entire home/apt,94,7,1,2019-05-17,0.57,1,0
44513,34277091,Entire sunny apartment in Crown Heights,34648989,Sebastián,Brooklyn,Crown Heights,40.67058,-73.95347,Entire home/apt,97,6,0,,,1,101
44514,34277352,"Comfort Room in Downtown New York, Chinatown, Soho",250825715,Cherry,Manhattan,Chinatown,40.71672,-73.99553,Private room,67,1,0,,,3,39
44519,34278936,Greenpoint - Sun Filled Room in Unique Loft Space,19344148,Alex,Brooklyn,Greenpoint,40.725629999999995,-73.95656,Private room,65,2,15,2019-07-01,6.92,1,65
44521,34279945,Charming Room In Little Italy,236839319,Brooke,Manhattan,Little Italy,40.71815,-73.99756,Private room,51,30,0,,,3,35
44523,34280337,Little Italy Room,236839319,Brooke,Manhattan,Little Italy,40.717859999999995,-73.9979,Private room,59,30,0,,,3,35
44525,34281515,"Great location, private bedroom with two windows.",258818973,Daria,Brooklyn,Brighton Beach,40.57541,-73.96028000000001,Private room,55,2,6,2019-07-01,6.0,1,50
44526,34281907,Private Room in East Williamsburg - Clean & Comfy!,17017530,Susan,Brooklyn,Williamsburg,40.714659999999995,-73.9378,Private room,89,1,1,2019-06-30,1.0,1,188
44527,34282192,"Large room close to Metro ,20min  to TQ",258824466,Nam,Queens,Sunnyside,40.73898,-73.9212,Private room,60,2,6,2019-07-01,2.81,1,180
44529,34283155,Clean Room in Upper West Side Near Columbia Uni,6655776,Jk,Manhattan,Morningside Heights,40.804359999999996,-73.96512,Private room,85,2,11,2019-07-07,5.79,1,9
44531,34284185,Cozy Private Bedroom,257390100,Hugo,Manhattan,Upper West Side,40.80168,-73.96143000000001,Private room,60,1,9,2019-05-31,4.58,1,0
44537,34284654,Manhattan Private Room & Bathroom,19109608,Elle,Queens,Astoria,40.76149,-73.9203,Private room,95,7,0,,,3,356
44540,34285156,Master Bed Decatur 3F Room#1,258248138,Fanny,Brooklyn,Bushwick,40.687540000000006,-73.90975,Private room,70,1,5,2019-06-27,2.54,2,179
44543,34285600,Homely ROOM IN BROOKLYN,218417875,Patrice,Queens,Ridgewood,40.70173,-73.9073,Private room,60,1,10,2019-06-23,4.41,1,365
44547,34286793,Private bedroom in Brooklyn near A/C train,132065326,Soffia,Brooklyn,Bedford-Stuyvesant,40.680659999999996,-73.9457,Private room,79,3,1,2019-06-29,1.0,1,83
44555,34299690,Cosy shiny bedroom close to Manhattan 25min,254104585,Mila,Brooklyn,Bedford-Stuyvesant,40.68316,-73.9287,Private room,70,2,12,2019-07-07,5.54,3,349
44559,34302031,500 sq ft Studio with Private Bathroom,133588507,Joanne,Queens,Jamaica,40.7084,-73.78882,Entire home/apt,64,3,6,2019-07-05,3.05,1,37
44561,34302570,"COSY BEDROOM CLOSE TO MANHATTAN, Brooklyn",254104585,Mila,Brooklyn,Bedford-Stuyvesant,40.684490000000004,-73.92881,Private room,59,1,22,2019-07-06,10.31,3,347
44562,34303799,Magical space in prime Williamsburg,116674915,Virginia,Brooklyn,Williamsburg,40.71417,-73.95867,Private room,69,6,2,2019-06-10,1.46,1,4
44568,34305767,"Big Bed brooklyn, convenient close trains",92204575,Penelope,Brooklyn,Bedford-Stuyvesant,40.69862,-73.94046,Private room,63,1,1,2019-05-27,0.7,1,0
44580,34309941,Relaxing bohemian space in Bushwick,206094855,Eva,Brooklyn,Bushwick,40.68538,-73.90878000000001,Private room,75,10,0,,,1,69
44581,34310607,Large private Room nearly JFK 8 mins,222049462,Jose,Queens,Rosedale,40.65919,-73.73411999999999,Private room,60,1,14,2019-07-01,6.46,2,88
44583,34312163,Queen Room,95570540,Eileen,Staten Island,Oakwood,40.56033,-74.11953000000001,Private room,65,1,1,2019-06-28,1.0,3,179
44584,34312239,Cozy Private Room - Only 25 mins to Manhattan ;),22070428,Fernando,Queens,Elmhurst,40.7442,-73.87698,Private room,55,1,1,2019-05-10,0.5,1,35
44601,34316984,Lavidaloca plc,219548549,Kennedy,Brooklyn,Crown Heights,40.669959999999996,-73.92264,Private room,99,1,3,2019-06-30,1.34,2,365
44608,34319441,Amazing Place - ASTORIA,46081317,Fabiana,Queens,Astoria,40.75663,-73.9143,Private room,55,25,0,,,3,199
44609,34320238,Manhattan Private Luxury Bedroom!!!!!,224317184,Luke,Manhattan,Inwood,40.86234,-73.92705,Private room,90,3,0,,,8,255
44613,34321295,Heart of Williamsburg living for 1-5 msg!,3270796,Jess,Brooklyn,Williamsburg,40.71038,-73.96094000000001,Private room,70,2,7,2019-06-28,3.62,2,55
44624,34327434,Bushwick Art Collective: Bedroom C (sub-level),3635302,Adam,Brooklyn,Bushwick,40.70434,-73.9177,Private room,90,3,1,2019-05-20,0.6,3,1
44631,34332734,Renovated Apartment in Brooklyn - Steps to G Train,1478269,Ben,Brooklyn,Bedford-Stuyvesant,40.6888,-73.95665,Entire home/apt,90,6,1,2019-06-21,1.0,2,0
44634,34334609,ROOM # 6 near to JFK & LGA airport,258589420,Diego,Queens,Richmond Hill,40.68797,-73.83351,Private room,58,1,12,2019-07-03,5.45,7,179
44638,34336086,ROOM # 4 near to JFK & LGA airport,258589420,Diego,Queens,Richmond Hill,40.689809999999994,-73.83198,Private room,58,1,6,2019-07-07,2.73,7,176
44640,34336147,Bright & Sunny Bushwick room w/ Rooftop & Balcony,8500390,Alida,Brooklyn,Bushwick,40.68927,-73.92062,Private room,90,2,3,2019-06-23,1.8,1,0
44641,34336194,ROOM # 7 Near to JFK & LGA airport,258589420,Diego,Queens,Richmond Hill,40.68782,-73.83348000000001,Private room,53,1,12,2019-07-06,5.37,7,180
44643,34336417,ROOM # 8 near to JFK & LGA airport,258589420,Diego,Queens,Richmond Hill,40.689209999999996,-73.83159,Private room,53,1,11,2019-06-26,4.93,7,176
44649,34337267,Beautiful Studio Steps from Subway (BLUE),29582232,Lee And Teri,Brooklyn,Flatbush,40.64051,-73.96427,Entire home/apt,85,3,5,2019-06-30,5.0,5,113
44654,34337953,MASTER ROOM # 1 near To JFK & LaGuardia airport,258589420,Diego,Queens,Richmond Hill,40.68929,-73.83221,Private room,80,1,11,2019-07-07,5.0,7,179
44655,34338645,MASSIVE zen garden Master BR in Chelsea,233270180,Sam,Manhattan,Chelsea,40.74386,-73.99344,Private room,85,30,1,2019-05-07,0.48,1,69
44656,34338806,"Sunny, convenient and comfortable!",18270302,Ameera,Manhattan,Upper East Side,40.77633,-73.95266,Private room,94,4,2,2019-06-10,1.3,2,77
44657,34339330,"Gorgeus Double Room, Hell's Kitchen!",250689404,Xavier,Manhattan,Hell's Kitchen,40.761829999999996,-73.99280999999999,Private room,95,3,9,2019-07-06,4.58,1,94
44661,34340593,Beaut room 10min away from the city with Prkg Avbl,247092108,Jackie,Queens,Astoria,40.76701,-73.91208,Private room,79,1,2,2019-05-22,1.05,3,281
44669,34341721,"5mins Waterfront, McCarren, 25mins to Times Sq",23436595,Greem,Brooklyn,Greenpoint,40.73002,-73.95636,Private room,61,1,5,2019-06-15,3.06,2,138
44674,34343990,Charming Private Bedroom in the Trees,7931702,Gregory,Brooklyn,Williamsburg,40.712379999999996,-73.94848,Private room,70,1,2,2019-06-18,1.2,1,0
44676,34345079,Queen size room suitable for family of 4,251859047,Errol,Brooklyn,Crown Heights,40.67592,-73.92341,Private room,75,2,2,2019-06-18,2.0,3,158
44677,34345206,Huge room w/ king size bed in coop brownstone,6556741,Thomas,Brooklyn,Bedford-Stuyvesant,40.67957,-73.95548000000001,Private room,75,2,3,2019-07-02,1.84,4,22
44678,34345469,Sunny Private Room close to Manhattan (purple),259307063,Jian F,Brooklyn,Bushwick,40.69745,-73.92886999999999,Private room,76,2,11,2019-07-04,6.23,1,102
44689,34357913,The Brooklyn Nook Beautiful furnished private room,6600505,Jami,Brooklyn,Bedford-Stuyvesant,40.69319,-73.95473,Private room,60,6,0,,,2,67
44691,34358866,Harlem Residence 3,19201987,Kayser,Manhattan,Washington Heights,40.83416,-73.94327,Private room,55,2,2,2019-07-02,2.0,1,86
44692,34360431,Cozy and humble room in a great neighborhood!,65770853,Adriana,Brooklyn,Clinton Hill,40.68822,-73.96018000000001,Private room,55,2,1,2019-05-12,0.51,1,11
44698,34364716,La Kings Highway unwinding,2123674,Rabi & Soukaina,Brooklyn,Sheepshead Bay,40.609390000000005,-73.95475,Private room,70,3,0,,,1,83
44704,34368310,NEW ! Chic Designer Blue,259468466,Jack,Manhattan,Lower East Side,40.71329,-73.98787,Private room,89,4,12,2019-07-03,6.67,2,168
44706,34368774,Cozy one bed room 15 minutes' away from Manhattan,42916011,Yang,Queens,Sunnyside,40.74368,-73.92421,Private room,88,8,0,,,2,363
44713,34370217,Room w/washer dryer updated apt. near Whole Foods,62066342,Rafaelo,Manhattan,Harlem,40.80885,-73.95022,Private room,98,1,2,2019-06-05,0.94,2,1
